Date	StartTime	0EID	Box	0000000AID	BodyWeight	SessionLength	FixedRatio	ActiveLick	InactiveLick	Infusion	SaccConc	SADrug	intake	demolick	ObPoke	DmPoke	Day	Note
04/02/2019	10:31:39	oxyWMI100F	14	6FC23AC0EEB9	135	3600	5	262	240	18	0				oxy_pt100mg_mloxyav_fr5_1h	0	2	0
04/03/2019	10:52:22	oxyWMI100F	14	6FC23AC0EEB9	133	3600	5	159	153	16	0				oxy_pt100mg_mloxyav_fr5_1h	0	3	0
04/04/2019	10:57:38	oxyWMI100F	14	6FC23AC0EEB9	139	3600	5	449	66	17	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/05/2019	10:35:08	oxyWMI100F	14	6FC23AC0EEB9	141	3600	5	132	44	13	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
04/08/2019	10:18:18	oxyWMI100F	14	6FC23AC0EEB9	148	21600	5	1305	242	81	0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
04/10/2019	10:16:07	oxyWMI100F	14	6FC23AC0EEB9	145	21600	5	1355	150	127	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
04/12/2019	9:39:29	oxyWMI100F	14	6FC23AC0EEB9	152	21600	5	625	245	72	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
04/15/2019	10:43:32	oxyWMI100F	14	6FC23AC0EEB9	155	21600	5	1053	188	77	0				oxy_pt100mg_mloxyav_fr5_6h	0	9	0
04/17/2019	9:30:24	oxyWMI100F	14	6FC23AC0EEB9	218	21600	5	1711	128	106	0				oxy_pt100mg_mloxyav_fr5_6h	0	10	0
04/19/2019	10:22:19	oxyWMI100F	14	6FC23AC0EEB9	161	21600	5	1361	78	75	0				oxy_pt100mg_mloxyav_fr5_6h	0	11	0
04/22/2019	11:01:55	oxyWMI100F	14	6FC23AC0EEB9	159	21600	5	1499	162	104	0				oxy_pt100mg_mloxyav_fr5_6h	0	12	0
04/26/2019	9:34:43	oxyWMI100F	14	6FC23AC0EEB9	166	21600	5	1075	282	75	0				oxy_pt100mg_mloxyav_fr5_6h	0	13	0
04/29/2019	9:41:04	oxyWMI100F	14	6FC23AC0EEB9	257	21600	5	1780	3454	108	0				oxy_pt100mg_mloxyav_fr5_6h	0	14	0
05/01/19	10:02:34	oxyWMI100F	14	6FC23AC0EEB9	167	21600	5	1468	6264	94	0				oxy_pt100mg_mloxyav_fr5_6h	0	15	0
05/06/2019	13:59:10	oxyWMI100F	14	6FC23AC0EEB9	181	9507	10	564	3942	13	76				oxy_pt100mg_mloxyav_pr	0	16	0
05/08/2019	11:04:47	oxyWMI100F	14	6FC23AC0EEB9	177	1726	10	208	1374	7	15				oxy_pt100mg_mloxyav_pr	0	17	0
05/10/2019	11:50:51	oxyWMI100F	14	6FC23AC0EEB9	179	7200	10	242	748	13	21				oxy_pt100mg_mlext_2h		18	
05/13/2019	10:08:53	oxyWMI100F	14	6FC23AC0EEB9	181	7200	10	138	1181	8	31				oxy_pt100mg_mlext_2h		19	
05/14/19	11:21:22	oxyWMI100F	6	6FC23AC0EEB9	184	7200	10	107		6	0				oxy_pt100mg_mlext_2h			
05/15/19	9:53:53	oxyWMI100F	6	6FC23AC0EEB9	187	7200	10	90		5	0				oxy_pt100mg_mlext_2h		20	
05/16/19	9:37:44	oxyWMI100F	16	6FC23AC0EEB9	186	7200	5	310		23	0				cleanspoutoxyav_fr5_2h	0	21	0
05/21/2019	14:13:01	oxyWMI100F	14	6FC23AC0EEB9	193	7200	5	364	498	29	0				cleanspoutoxyav_fr5_2h	0	22	0
04/22/2019	9:34:34	oxyWMI100F	10	6FC23AC0F0A7	146	3600	5	68	171	10	0				oxy_pt100mg_mloxyav_fr5_6h	0	1	0
04/23/2019	10:18:41	oxyWMI100F	10	6FC23AC0F0A7	146	3600	5	335	93	15	0				oxy_pt100mg_mloxyav_fr5_6h	0	2	0
04/24/2019	9:22:04	oxyWMI100F	10	6FC23AC0F0A7	149	3600	5	242	116	10	0				oxy_pt100mg_mloxyav_fr5_6h	0	3	0
04/25/2019	9:48:54	oxyWMI100F	10	6FC23AC0F0A7	151	3600	5	232	43	9	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/26/2019	15:56:43	oxyWMI100F	10	6FC23AC0F0A7	152	3600	5	192	72	10	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
05/01/19	9:52:51	oxyWMI100F	2	6FC23AC0F0A7	154	21600	5	1534		96	0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
05/06/19	10:26:12	oxyWMI100F	2	6FC23AC0F0A7	166	21600	5	2052		141	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
05/10/19	9:37:58	oxyWMI100F	2	6FC23AC0F0A7	163	21600	5	2045		145	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
05/15/2019	9:48:47	oxyWMI100F	10	6FC23AC0F0A7	168	21600	5	1214	67	90	0				oxy_pt100mg_mloxyav_fr5_6h	0	9	0
05/17/2019	9:25:56	oxyWMI100F	10	6FC23AC0F0A7	167	21600	5	1425	38	105	0				oxy_pt100mg_mloxyav_fr5_6h	0	10	0
05/20/19	9:29:09	oxyWMI100F	10	6FC23AC0F0A7	172	21600	5	1225	66	106	0				oxy_pt100mg_mloxyav_fr5_6h	0	11	0
05/22/2019	9:53:35	oxyWMI100F	10	6FC23AC0F0A7	177	21600	5	1461	51	86	0				oxy_pt100mg_mloxyav_fr5_6h	0	12	0
05/24/2019	9:50:53	oxyWMI100F	10	6FC23AC0F0A7	176	21600	5	1143	75	88	0				oxy_pt100mg_mloxyav_fr5_6h	0	13	0
05/27/2019	9:29:08	oxyWMI100F	10	6FC23AC0F0A7	184	21600	5	1188	20	90	0				oxy_pt100mg_mloxyav_fr5_6h	0	14	0
05/29/2019	9:29:55	oxyWMI100F	10	6FC23AC0F0A7	178	21600	5	1114	22	71	0				oxy_pt100mg_mloxyav_fr5_6h	0	15	0
04/22/2019	9:34:34	oxyWMI100M	5	6FC23AC0E7B0	209	3600	5	1141	43	40	0				oxy_pt100mg_mloxyav_fr5_1h	0	1	0
04/23/2019	10:18:41	oxyWMI100M	5	6FC23AC0E7B0	210	3600	5	3571	79	48	0				oxy_pt100mg_mloxyav_fr5_1h	0	2	0
04/24/2019	9:22:04	oxyWMI100M	5	6FC23AC0E7B0	212	3600	5	678	33	26	0				oxy_pt100mg_mloxyav_fr5_1h	0	3	0
04/25/2019	9:48:54	oxyWMI100M	5	6FC23AC0E7B0	215	3600	5	347	8	26	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/26/2019	15:56:43	oxyWMI100M	5	6FC23AC0E7B0	219	3600	5	814	19	32	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
05/01/19	9:52:51	oxyWMI100M	9	6FC23AC0E7B0	225	21600	5	702		26	0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
05/06/19	10:26:13	oxyWMI100M	9	6FC23AC0E7B0	241	21600	5	2280		110	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
05/10/19	9:37:58	oxyWMI100M	9	6FC23AC0E7B0	248	21600	5	2346		108	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
05/15/2019	9:48:47	oxyWMI100M	5	6FC23AC0E7B0	255	21600	5				0				oxy_pt100mg_mloxyav_fr5_6h	0	9	0
05/17/2019	9:25:56	oxyWMI100M	5	6FC23AC0E7B0	264	21491	5				0				oxy_pt100mg_mloxyav_fr5_6h	0		0
05/20/19	9:29:09	oxyWMI100M	5	6FC23AC0E7B0	271	12636	5				0				oxy_pt100mg_mloxyav_fr5_6h	0		0
05/22/2019	9:53:35	oxyWMI100M	5	6FC23AC0E7B0	274	8169	5				0				oxy_pt100mg_mloxyav_fr5_6h	0		0
05/24/2019	9:50:53	oxyWMI100M	5	6FC23AC0E7B0	277	21600	5	3079	2726	89	0				oxy_pt100mg_mloxyav_fr5_6h	0	14	0
05/27/2019	9:29:08	oxyWMI100M	5	6FC23AC0E7B0	281	21600	5	5983	1807	157	0				oxy_pt100mg_mloxyav_fr5_6h	0	15	0
05/29/2019	9:29:55	oxyWMI100M	5	6FC23AC0E7B0	283	21600	5	1413	1520	77	0				oxy_pt100mg_mloxyav_fr5_6h	0	16	0
04/01/2019	14:44:14	oxyWMI100M	6	6FC23AC0E8BF	180	3600	5	335	68	16	0				oxy_pt200mg_mloxyav_fr5	0	1	0
04/02/2019	10:31:39	oxyWMI100M	6	6FC23AC0E8BF	178	3600	5	332	11	14	0				oxy_pt100mg_mloxyav_fr5_1h	0	2	0
04/03/2019	10:52:22	oxyWMI100M	6	6FC23AC0E8BF	179	3600	5	475	26	20	0				oxy_pt100mg_mloxyav_fr5_1h	0	3	0
04/04/2019	10:57:38	oxyWMI100M	6	6FC23AC0E8BF	183	3600	5	416	9	24	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/05/2019	10:35:08	oxyWMI100M	6	6FC23AC0E8BF	186	3600	5	281	97	16	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
04/08/2019	10:18:18	oxyWMI100M	6	6FC23AC0E8BF	198	21600	5	2018	56	124	0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
04/10/2019	10:16:07	oxyWMI100M	6	6FC23AC0E8BF	201	21600	5	1477	88	84	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
04/12/2019	9:39:29	oxyWMI100M	6	6FC23AC0E8BF	202	21600	5	1053	24	71	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
04/15/2019	10:43:32	oxyWMI100M	6	6FC23AC0E8BF	215	21600	5	1655	18	93	0				oxy_pt100mg_mloxyav_fr5_6h	0	9	0
04/17/2019	9:30:24	oxyWMI100M	6	6FC23AC0E8BF	218	21600	5	1808	67	90	0				oxy_pt100mg_mloxyav_fr5_6h	0	10	0
04/19/2019	10:22:19	oxyWMI100M	6	6FC23AC0E8BF	219	21600	5	2221	24	190	0				oxy_pt100mg_mloxyav_fr5_6h	0	11	0
04/22/2019	11:01:55	oxyWMI100M	6	6FC23AC0E8BF	228	21600	5	2099	144	145	0				oxy_pt100mg_mloxyav_fr5_6h	0	12	0
04/26/2019	9:34:43	oxyWMI100M	6	6FC23AC0E8BF	230	21600	5	2015	17	136	0				oxy_pt100mg_mloxyav_fr5_6h	0	13	0
04/29/2019	9:41:04	oxyWMI100M	6	6FC23AC0E8BF	257	21600	5	1833	27	122	0				oxy_pt100mg_mloxyav_fr5_6h	0	14	0
05/01/19	10:02:34	oxyWMI100M	6	6FC23AC0E8BF	238	21600	5	2900	29	176	0				oxy_pt100mg_mloxyav_fr5_6h	0	15	0
05/06/2019	13:59:10	oxyWMI100M	6	6FC23AC0E8BF	253	9792	10	400	16	11	1				oxy_pt100mg_mloxyav_pr	0	16	0
05/08/2019	11:04:47	oxyWMI100M	6	6FC23AC0E8BF	252	19915	10	597	59	14	2				oxy_pt100mg_mloxyav_pr	0	17	0
05/10/2019	11:44:31	oxyWMI100M	6	6FC23AC0E8BF	253	7200	10	61	9	4	0				oxy_pt100mg_mlext_2h		18	
05/13/2019	10:08:53	oxyWMI100M	6	6FC23AC0E8BF	260	7200	10	62	6	2	0				oxy_pt100mg_mlext_2h		19	
05/14/19	11:21:22	oxyWMI100M	11	6FC23AC0E8BF	262	7200	10	109	0	5	0				oxy_pt100mg_mlext_2h		20	
05/21/2019	14:13:01	oxyWMI100M	5	6FC23AC0E8BF	267	7200	5	1361	1018	66	0				cleanspoutoxyav_fr5_2h	0	21	0
04/01/2019	14:44:14	oxyWMI100M	7	6FC23AC0EABD	187	3600	5	102	163	8	0				oxy_pt200mg_mloxyav_fr5	0	1	0
04/02/2019	10:31:39	oxyWMI100M	7	6FC23AC0EABD	184	3600	5	270	30	10	0				oxy_pt100mg_mloxyav_fr5_1h	0	2	0
04/03/2019	10:52:22	oxyWMI100M	7	6FC23AC0EABD	186	3600	5	169	13	8	0				oxy_pt100mg_mloxyav_fr5_1h	0	3	0
04/04/2019	10:57:38	oxyWMI100M	7	6FC23AC0EABD	190	3600	5	45	16	2	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/05/2019	10:35:08	oxyWMI100M	7	6FC23AC0EABD	194	3600	5	39	22	2	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
04/08/2019	10:18:18	oxyWMI100M	7	6FC23AC0EABD	202	21600	5	1558	76	55	0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
04/10/2019	10:16:07	oxyWMI100M	7	6FC23AC0EABD	206	21600	5	2304	111	86	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
04/12/2019	9:39:29	oxyWMI100M	7	6FC23AC0EABD	209	21600	5	2433	40	102	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
04/15/2019	10:43:32	oxyWMI100M	7	6FC23AC0EABD	218	21600	5	3484	31	159	0				oxy_pt100mg_mloxyav_fr5_6h	0	9	0
04/17/2019	9:30:24	oxyWMI100M	7	6FC23AC0EABD	218	21600	5	2905	82	162	0				oxy_pt100mg_mloxyav_fr5_6h	0	10	0
04/19/2019	10:22:19	oxyWMI100M	7	6FC23AC0EABD	222	21600	5	2613	176	106	0				oxy_pt100mg_mloxyav_fr5_6h	0	11	0
04/22/2019	11:01:55	oxyWMI100M	7	6FC23AC0EABD	230	21600	5	2970	152	134	0				oxy_pt100mg_mloxyav_fr5_6h	0	12	0
04/26/2019	9:34:43	oxyWMI100M	7	6FC23AC0EABD	237	21600	5	3878	0	212	0				oxy_pt100mg_mloxyav_fr5_6h	0	13	0
04/29/2019	9:41:04	oxyWMI100M	7	6FC23AC0EABD	257	21600	5	3413	26	175	0				oxy_pt100mg_mloxyav_fr5_6h	0	14	0
05/01/19	10:02:34	oxyWMI100M	7	6FC23AC0EABD	249	21600	5	2767	29	128	0				oxy_pt100mg_mloxyav_fr5_6h	0	15	0
05/06/2019	13:59:10	oxyWMI100M	7	6FC23AC0EABD	261	6236	10	332	0	11	0				oxy_pt100mg_mloxyav_pr	0	16	0
05/08/2019	11:04:47	oxyWMI100M	7	6FC23AC0EABD	261	14606	10	638	2	13	0				oxy_pt100mg_mloxyav_pr	0	17	0
05/10/2019	11:44:31	oxyWMI100M	7	6FC23AC0EABD	266	7200	10	254	20	10	1				oxy_pt100mg_mlext_2h		18	
05/13/2019	10:08:53	oxyWMI100M	7	6FC23AC0EABD	271	7200	10	109	6	5	0				oxy_pt100mg_mlext_2h		19	
05/14/19	11:21:22	oxyWMI100M	12	6FC23AC0EABD	271	7200	10	134	0	7	0				oxy_pt100mg_mlext_2h			
05/15/19	9:53:53	oxyWMI100M	11	6FC23AC0EABD	271	7200	10	70	0	3	0				oxy_pt100mg_mlext_2h		20	
05/16/19	9:37:44	oxyWMI100M	6	6FC23AC0EABD	271	7200	5	173	30	12	0				cleanspoutoxyav_fr5_2h	0	21	0
05/21/2019	14:13:01	oxyWMI100M	6	6FC23AC0EABD	279	7200	5	282	65	23	0				cleanspoutoxyav_fr5_2h	0	22	0
04/01/2019	14:44:14	oxyWMI100M	5	6FC23AC0F7A0	186	3600	5	467	139	35	0				oxy_pt200mg_mloxyav_fr5	0	1	0
04/02/2019	10:31:39	oxyWMI100M	5	6FC23AC0F7A0	182	3600	5	295	10	25	0				oxy_pt100mg_mloxyav_fr5_1h	0	2	0
04/03/2019	10:52:22	oxyWMI100M	5	6FC23AC0F7A0	185	3600	5	185	34	17	0				oxy_pt100mg_mloxyav_fr5_1h	0	3	0
04/04/2019	10:57:38	oxyWMI100M	5	6FC23AC0F7A0	191	3600	5	492	13	22	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/05/2019	10:35:08	oxyWMI100M	5	6FC23AC0F7A0	195	3600	5	403	80	23	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
04/08/2019	10:18:18	oxyWMI100M	5	6FC23AC0F7A0	204	13305	5		34		0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
04/10/2019	10:16:07	oxyWMI100M	5	6FC23AC0F7A0	205	21600	5	1365	48	71	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
04/12/2019	9:39:29	oxyWMI100M	5	6FC23AC0F7A0	208	21600	5	463	401	62	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
04/15/2019	10:43:32	oxyWMI100M	5	6FC23AC0F7A0	220	21600	5	312	200	47	0				oxy_pt100mg_mloxyav_fr5_6h	0	9	0
04/17/2019	9:30:24	oxyWMI100M	5	6FC23AC0F7A0	218	17078	5		53		0				oxy_pt100mg_mloxyav_fr5_6h	0	10	0
04/19/2019	10:22:19	oxyWMI100M	5	6FC23AC0F7A0	224	21600	5	795	162	71	0				oxy_pt100mg_mloxyav_fr5_6h	0	11	0
04/22/2019	11:01:55	oxyWMI100M	5	6FC23AC0F7A0	229	21600	5	6701	35	208	0				oxy_pt100mg_mloxyav_fr5_6h	0	12	0
04/26/2019	9:34:43	oxyWMI100M	5	6FC23AC0F7A0	237	21600	5	647	134	82	0				oxy_pt100mg_mloxyav_fr5_6h	0	13	0
04/29/2019	9:41:04	oxyWMI100M	5	6FC23AC0F7A0	257	21600	5	2067	149	153	0				oxy_pt100mg_mloxyav_fr5_6h	0	14	0
05/01/19	10:02:34	oxyWMI100M	5	6FC23AC0F7A0	241	21600	5	5022	103	227	0				oxy_pt100mg_mloxyav_fr5_6h	0	15	0
05/06/2019	13:59:10	oxyWMI100M	5	6FC23AC0F7A0	254	9823	10	1966	12	19	1				oxy_pt100mg_mloxyav_pr	0	16	0
05/08/2019	11:04:47	oxyWMI100M	5	6FC23AC0F7A0	250	20178	10	4282	43	23	3				oxy_pt100mg_mloxyav_pr	0	17	0
05/10/2019	11:44:31	oxyWMI100M	5	6FC23AC0F7A0	256	7200	10	1504	26	37	2				oxy_pt100mg_mlext_2h		18	
05/13/2019	10:08:53	oxyWMI100M	5	6FC23AC0F7A0	263	7200	10	2092	93	38	6				oxy_pt100mg_mlext_2h		19	
05/15/19	9:53:53	oxyWMI100M	9	6FC23AC0F7A0	269	7200	10	106	0	5	0				oxy_pt100mg_mlext_2h		20	
05/21/2019	14:13:01	oxyWMI100M	4	6FC23AC0F7A0	281	7200	5	121	74	8	0				cleanspoutoxyav_fr5_2h	0	21	0
04/22/2019	9:34:34	oxyWMI100M	2	6FC23AC0F8AF	200	3600	5	140	231	7	0				oxy_pt100mg_mloxyav_fr5_1h	0	1	0
04/23/2019	10:18:41	oxyWMI100M	2	6FC23AC0F8AF	199	3600	5	69	50	8	0				oxy_pt100mg_mloxyav_fr5_1h	0	2	0
04/24/2019	9:22:04	oxyWMI100M	2	6FC23AC0F8AF	201	3600	5	10	12	2	0				oxy_pt100mg_mloxyav_fr5_1h	0	3	0
04/25/2019	9:48:53	oxyWMI100M	2	6FC23AC0F8AF	206	3600	5	65	35	3	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/26/2019	15:56:43	oxyWMI100M	2	6FC23AC0F8AF	211	3600	5	42	54	5	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
05/01/19	9:52:51	oxyWMI100M	8	6FC23AC0F8AF	215	21600	5	1402	0	41	0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
05/06/19	10:26:13	oxyWMI100M	8	6FC23AC0F8AF	228	21600	5	987	0	45	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
05/10/19	9:37:58	oxyWMI100M	8	6FC23AC0F8AF	233	21600	5	1247	0	56	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
05/15/2019	9:48:47	oxyWMI100M	2	6FC23AC0F8AF	239	21600	5	1085	100	48	0				oxy_pt100mg_mloxyav_fr5_6h	0	9	0
05/17/2019	9:25:56	oxyWMI100M	2	6FC23AC0F8AF	242	21600	5	1228	429	47	0				oxy_pt100mg_mloxyav_fr5_6h	0	10	0
05/20/19	9:29:09	oxyWMI100M	2	6FC23AC0F8AF	249	21600	5	1434	401	59	0				oxy_pt100mg_mloxyav_fr5_6h	0	11	0
05/22/2019	9:53:35	oxyWMI100M	2	6FC23AC0F8AF	254	21600	5	1578	200	65	0				oxy_pt100mg_mloxyav_fr5_6h	0	12	0
05/24/2019	9:50:53	oxyWMI100M	2	6FC23AC0F8AF	254	21600	5	1238	152	51	0				oxy_pt100mg_mloxyav_fr5_6h	0	13	0
05/27/2019	9:29:08	oxyWMI100M	2	6FC23AC0F8AF	263	21600	5	1222	76	56	0				oxy_pt100mg_mloxyav_fr5_6h	0	14	0
05/29/2019	9:29:55	oxyWMI100M	2	6FC23AC0F8AF	264	21600	5	986	117	46	0				oxy_pt100mg_mloxyav_fr5_6h	0	15	0
04/22/2019	9:34:34	oxyWMI100M	1	6FC23AC0F9AE	220	3600	5	44	94	7	0				oxy_pt100mg_mloxyav_fr5_1h	0	1	0
04/23/2019	10:18:41	oxyWMI100M	1	6FC23AC0F9AE	220	3600	5	29	7	3	0				oxy_pt100mg_mloxyav_fr5_1h	0	2	0
04/24/2019	9:22:04	oxyWMI100M	1	6FC23AC0F9AE	224	3600	5	12	55	2	0				oxy_pt100mg_mloxyav_fr5_1h	0	3	0
04/25/2019	9:48:53	oxyWMI100M	1	6FC23AC0F9AE	225	3600	5	11	5	1	0				oxy_pt100mg_mloxyav_fr5_1h	0	4	0
04/26/2019	15:56:43	oxyWMI100M	1	6FC23AC0F9AE	234	3600	5	90	230	11	0				oxy_pt100mg_mloxyav_fr5_1h	0	5	0
05/01/19	9:52:51	oxyWMI100M	7	6FC23AC0F9AE	240	21600	5	1204	0	49	0				oxy_pt100mg_mloxyav_fr5_6h	0	6	0
05/06/19	10:26:13	oxyWMI100M	7	6FC23AC0F9AE	251	21600	5	2056	0	102	0				oxy_pt100mg_mloxyav_fr5_6h	0	8	0
05/10/19	9:37:58	oxyWMI100M	7	6FC23AC0F9AE	260	21600	5	1782	0	97	0				oxy_pt100mg_mloxyav_fr5_6h	0	7	0
05/15/2019	9:48:47	oxyWMI100M	1	6FC23AC0F9AE	266	21600	5	1459	2459	78	0				oxy_pt100mg_mloxyav_fr5_6h	0	9	0
05/17/2019	9:25:56	oxyWMI100M	1	6FC23AC0F9AE	272	21600	5	6092	1714	93	0				oxy_pt100mg_mloxyav_fr5_6h	0	10	0
05/20/19	9:29:09	oxyWMI100M	1	6FC23AC0F9AE	277	21600	5	7988	5711	129	0				oxy_pt100mg_mloxyav_fr5_6h	1	11	0
05/22/2019	9:53:35	oxyWMI100M	1	6FC23AC0F9AE	282	21600	5	995	12565	47	0				oxy_pt100mg_mloxyav_fr5_6h	0	12	0
05/24/2019	9:50:53	oxyWMI100M	1	6FC23AC0F9AE	281	21600	5	1066	8639	57	0				oxy_pt100mg_mloxyav_fr5_6h	0	13	0
05/27/2019	9:29:08	oxyWMI100M	1	6FC23AC0F9AE	291	21600	5	928	22254	53	0				oxy_pt100mg_mloxyav_fr5_6h	0	14	0
05/29/2019	9:29:55	oxyWMI100M	1	6FC23AC0F9AE	297	21600	5	626	11371	33	0				oxy_pt100mg_mloxyav_fr5_6h	0	15	0
